lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
1,1,2741,7,17,4,0,1,3,0,1
59,1,1374,5,28,4,5,2,3,0,1
16,1,3484,8,19,4,2,1,5,1,1
2,1,713,1,16,4,1,0,0,3,1
224,0,998,7,24,4,1,2,1,0,0
152,2,2633,8,4,4,3,0,0,0,0
32,0,3300,4,30,4,1,2,5,0,0
43,0,2566,12,31,3,3,0,0,1,1
0,0,1418,2,4,4,3,0,0,0,1
386,0,1785,10,23,4,0,2,0,1,0
40,0,1724,4,1,4,2,1,0,3,0
6,0,1873,11,22,4,1,2,0,0,1
19,2,1614,12,5,4,2,1,0,0,1
314,0,582,10,12,4,3,0,0,0,0
67,0,2112,9,4,4,3,2,3,0,0
0,2,292,12,20,3,1,0,0,0,1
173,0,1659,8,2,4,2,0,0,0,0
131,1,807,8,1,3,4,1,0,0,1
91,0,545,4,4,4,3,1,1,0,1
49,0,623,3,6,4,2,2,0,0,1
90,0,644,8,23,4,3,2,0,0,1
33,1,1047,11,9,2,1,0,0,0,1
10,0,1857,4,7,4,3,0,0,0,0
7,1,1077,1,10,4,1,2,0,0,1
13,0,2786,5,5,4,3,1,3,0,1
6,1,1581,9,13,4,3,2,3,0,1
3,0,2721,3,17,4,2,0,3,0,0
32,2,355,2,6,4,1,1,0,3,1
1,1,2796,9,3,4,1,0,0,3,1
65,1,3378,8,8,4,2,1,6,0,1
36,1,3146,9,24,4,5,2,5,0,1
4,1,2440,11,3,4,3,1,0,0,1
209,2,1152,8,21,4,3,2,0,0,1
130,1,1499,8,24,4,2,0,0,0,1
35,2,1058,12,3,4,3,2,0,0,1
1,0,1302,11,26,4,1,0,0,3,1
5,0,292,10,12,2,1,1,0,0,1
68,0,0,9,29,4,2,0,0,1,1
88,0,2803,9,4,4,4,2,3,0,0
1,0,52,1,30,3,1,0,3,0,1
169,2,1513,7,30,4,3,2,0,0,0
176,1,1114,3,20,4,4,2,0,0,1
215,1,1196,8,14,4,5,2,0,0,1
8,0,489,3,10,3,5,2,0,0,1
68,0,3300,5,13,4,2,1,5,0,0
7,0,731,11,16,2,0,1,0,0,1
44,0,603,2,23,4,5,0,1,0,0
25,0,3150,1,1,4,2,2,1,0,0
18,0,2362,6,17,4,2,0,0,3,1
160,1,1739,5,23,4,4,1,0,0,0
9,1,2223,11,10,4,3,0,0,0,1
5,0,455,2,23,4,2,0,0,0,1
26,2,2721,4,15,4,2,0,0,0,1
4,1,2044,1,26,4,3,0,3,0,1
33,0,1931,6,13,4,3,1,0,0,0
84,1,3246,8,14,4,0,2,5,0,1
4,2,3293,8,24,4,1,0,3,0,1
19,2,1652,9,14,4,2,1,0,0,1
114,1,1701,8,4,4,3,0,0,3,1
7,1,2246,4,10,4,0,2,3,0,1
35,2,1978,12,29,4,6,2,3,0,1
5,1,2246,9,10,4,2,0,0,0,0
134,0,2539,6,26,4,4,2,3,1,1
54,0,2613,9,2,4,3,2,3,0,0
40,2,2781,10,15,4,2,2,3,0,1
29,0,28,2,13,3,1,2,0,0,1
2,1,3141,8,16,4,2,0,0,0,1
28,2,803,2,6,4,1,2,0,0,1
33,1,2305,6,15,4,3,0,0,0,1
1,0,2741,7,21,4,1,0,3,0,1
76,0,2014,6,13,3,3,1,0,0,1
25,1,2289,6,14,4,4,0,3,0,1
151,2,3017,12,26,4,3,1,3,1,1
62,1,1073,6,20,3,2,1,0,0,1
6,1,2164,6,5,4,0,1,0,0,1
23,1,1866,9,30,4,3,0,0,0,1
117,0,644,8,22,4,1,0,0,0,0
89,0,2133,5,11,4,4,0,0,0,1
142,1,1331,8,21,4,3,2,1,0,1
1,0,2657,11,29,4,2,0,5,0,1
55,2,2430,3,22,4,3,0,3,0,1
147,2,1692,6,28,4,5,2,0,0,1
1,0,1189,1,3,4,1,2,0,0,1
27,2,2393,2,22,4,2,1,3,0,1
1,1,3118,9,22,4,1,0,0,3,1
17,0,884,3,4,4,7,3,0,3,0
68,0,554,3,10,4,3,1,0,0,0
85,3,1151,10,26,4,1,0,0,0,1
12,0,937,10,3,3,2,1,0,0,1
132,1,1369,7,12,3,6,2,0,0,1
67,0,1652,11,25,3,2,0,0,0,1
120,3,794,6,18,3,3,2,0,0,1
0,1,2602,8,20,4,1,0,0,3,1
15,0,3385,5,29,4,5,2,3,1,0
44,0,2257,8,29,4,5,2,3,0,1
12,0,1614,12,4,4,0,2,0,0,1
54,0,3138,4,16,4,1,2,5,0,0
54,2,508,12,25,4,3,2,0,0,1
109,1,1724,8,12,4,2,1,0,3,1
25,2,3421,10,13,4,1,0,5,0,1
1,0,2109,6,1,4,1,0,0,3,1
54,0,1543,12,27,3,1,2,0,1,1
103,0,644,4,21,4,1,0,0,3,0
61,1,1286,7,23,4,3,2,0,3,1
95,2,1751,10,8,4,2,2,0,3,1
84,0,292,9,7,2,1,0,0,0,1
158,0,612,7,16,4,1,0,0,3,0
6,0,0,11,13,1,0,1,5,0,1
80,1,2525,8,3,4,3,0,3,0,1
64,1,1286,4,11,4,1,1,0,3,0
18,1,3025,4,13,4,2,0,3,0,1
71,1,2201,7,10,4,3,2,3,0,1
72,2,2537,8,18,4,3,0,0,0,1
74,0,1900,6,27,4,0,1,0,0,1
280,1,554,11,16,4,4,0,0,0,0
1,1,1785,6,26,4,0,1,0,0,1
4,0,2164,5,31,2,1,0,0,0,1
0,0,582,12,19,4,1,0,0,3,1
35,0,250,3,12,3,3,2,0,0,1
123,0,1762,4,29,4,2,1,0,0,0
11,1,292,2,15,2,0,1,0,0,1
78,2,2661,7,20,4,2,0,3,0,1
15,1,1871,10,20,4,4,0,0,0,1
279,1,794,8,25,4,5,2,0,3,0
87,0,2492,8,14,4,2,2,0,0,0
48,2,2895,9,26,4,4,1,3,0,1
179,1,774,10,26,4,4,0,0,3,1
39,0,494,2,28,4,2,2,0,3,1
147,2,497,12,29,4,3,0,0,0,0
9,2,2950,8,15,4,2,1,0,0,1
0,0,2938,5,9,4,1,1,3,0,1
125,0,2296,7,31,4,5,2,3,0,1
21,0,2980,9,16,4,3,0,5,0,1
31,0,934,3,5,4,1,2,0,0,0
14,1,1197,10,19,4,3,1,0,0,1
81,0,1193,2,24,3,3,0,0,0,1
68,2,621,11,14,4,3,1,0,3,1
0,0,345,11,24,2,1,0,0,0,1
7,0,2136,12,30,4,2,1,0,3,1
157,1,1114,3,19,4,3,2,0,0,1
2,0,3069,8,15,4,2,1,0,3,1
28,1,1011,1,4,3,3,1,0,0,1
14,1,479,1,15,4,1,0,0,0,1
116,1,1016,10,24,4,3,1,0,3,1
3,2,1682,2,15,4,3,1,3,0,1
93,1,2177,6,20,4,1,1,0,0,0
100,0,28,3,25,3,2,1,0,0,1
85,0,154,2,6,4,1,1,0,0,0
25,2,2362,9,26,4,3,1,0,0,1
56,0,1058,12,26,4,3,1,0,3,0
67,2,1058,11,23,4,4,0,0,0,0
121,1,1659,7,16,4,1,2,0,0,1
147,0,1114,12,5,4,2,1,0,0,0
22,2,1857,11,1,4,4,0,0,0,1
75,0,2362,7,8,4,2,1,3,0,0
93,1,1814,8,13,4,1,0,1,0,1
21,1,1047,11,28,4,0,1,0,3,0
4,2,100,12,26,3,2,2,0,3,1
5,0,871,2,11,4,3,0,1,0,0
20,1,3425,8,6,4,1,0,5,0,1
75,0,1074,3,17,4,3,1,3,0,1
12,0,1176,12,26,4,3,1,3,0,1
44,1,1751,10,2,4,1,2,0,3,0
175,1,1353,7,13,4,2,0,0,0,1
69,0,850,3,13,4,3,2,3,0,1
1,0,0,8,20,1,1,0,0,0,1
54,0,937,8,11,3,3,2,0,0,0
3,0,2950,5,19,2,1,0,4,0,1
41,0,292,2,7,3,3,2,0,0,1
47,1,1353,6,21,4,1,0,0,0,1
1,0,2721,10,20,3,1,0,0,0,1
16,3,3229,7,1,4,2,0,3,0,1
70,2,1749,4,16,4,2,2,3,0,1
33,0,2537,3,24,4,2,0,0,0,1
12,1,2286,12,28,4,4,0,3,0,1
139,1,662,7,25,4,2,1,0,0,1
203,0,794,9,5,3,2,1,0,0,1
117,2,1751,10,2,4,0,1,0,3,1
0,0,0,10,31,1,1,0,5,0,1
0,0,862,12,19,4,4,1,0,0,1
32,1,1224,5,8,4,2,2,0,0,1
84,0,2430,8,15,4,3,1,3,0,1
17,0,582,7,17,3,1,2,0,3,1
5,0,0,9,26,1,0,1,0,0,1
0,0,2044,12,30,4,1,0,0,0,1
216,1,1353,8,5,4,1,0,0,0,0
105,2,2377,9,7,4,4,0,0,0,1
19,2,2620,4,9,4,7,4,0,0,1
128,0,2201,8,17,4,4,1,3,0,0
88,1,644,7,1,4,4,0,0,0,0
26,1,3064,9,19,4,3,1,3,0,1
0,0,1345,6,6,4,0,1,0,0,1
155,1,645,5,16,4,3,1,0,0,1
45,3,2268,9,18,4,0,1,0,3,1
74,2,3114,12,25,4,1,2,6,0,1
7,1,1155,5,21,3,1,1,0,1,1
50,0,268,3,5,4,5,2,0,3,0
14,1,1286,9,2,4,1,0,0,0,1
144,1,1450,7,23,4,5,2,0,0,0
60,1,201,1,29,3,2,0,0,0,1
1,0,3318,12,10,4,1,0,5,0,1
81,1,952,4,10,4,0,2,0,3,1
31,1,1316,3,12,4,2,2,3,0,0
24,1,2796,10,2,4,1,2,0,0,1
116,1,546,4,28,4,5,2,0,0,1
59,2,1614,11,24,4,3,0,0,0,1
177,0,917,8,22,4,5,2,0,3,0
32,1,2956,3,26,4,1,1,3,0,0
80,0,1659,7,20,4,1,0,0,0,0
44,0,1021,12,3,3,2,2,3,0,1
33,1,2007,5,16,4,0,1,0,3,1
48,1,2288,10,17,4,2,1,0,3,0
76,1,2956,5,12,4,3,0,0,0,1
38,1,288,10,31,3,4,2,0,0,1
7,1,1302,11,2,4,3,1,0,0,1
43,0,1609,8,23,4,5,2,3,0,0
3,0,1682,6,13,3,0,1,0,0,1
127,1,1170,10,2,4,3,2,0,0,1
1,4,0,8,12,4,2,0,1,0,1
72,0,2922,12,26,4,3,1,5,0,0
107,1,2921,12,3,4,1,2,5,0,0
51,1,623,3,7,4,3,1,0,0,1
22,0,345,10,13,2,1,0,0,0,1
32,1,2305,5,8,4,1,2,0,0,1
125,0,129,3,27,3,2,2,0,0,0
3,1,764,3,2,4,3,0,0,0,1
26,2,1114,10,19,3,3,1,3,0,1
0,0,434,4,16,4,1,0,0,0,1
62,0,2848,8,21,4,0,1,0,0,0
33,0,2537,9,8,4,3,2,0,0,0
77,1,1724,7,5,4,2,0,0,3,1
220,0,1636,12,21,4,4,1,3,0,1
80,0,935,2,24,4,2,0,0,0,1
74,1,1085,10,28,4,2,0,0,0,1
168,2,2025,6,18,4,1,1,0,0,0
12,3,1502,11,12,4,2,2,0,0,1
1,2,770,2,11,4,1,0,0,3,1
15,1,954,2,29,4,3,1,3,0,1
123,1,1972,5,22,4,4,2,3,0,0
153,0,937,6,30,4,3,1,0,0,0
4,0,3473,6,16,4,1,0,1,0,0
43,1,526,3,10,4,3,0,0,3,1
30,0,1795,10,2,4,2,2,0,0,1
3,0,3304,4,7,4,8,2,5,0,0
19,3,2602,9,23,4,2,1,0,3,1
101,0,1336,6,17,3,2,0,0,0,0
24,1,2478,4,30,4,2,2,0,0,1
64,1,2103,4,23,4,1,1,3,0,1
39,1,2076,3,28,4,0,1,0,0,1
17,2,2640,6,18,4,2,2,0,0,1
162,2,2603,8,21,4,2,2,3,0,0
23,0,1189,11,6,3,0,1,3,0,1
36,2,2803,8,19,4,3,2,3,0,1
6,1,1623,12,28,4,4,0,0,3,1
38,1,3303,8,31,4,3,0,5,0,1
159,0,3235,5,26,4,3,0,5,0,0
56,2,3051,4,19,4,4,0,5,0,1
152,2,576,12,18,4,2,2,0,3,1
19,0,403,12,5,4,2,2,0,0,1
130,1,2103,9,18,4,0,1,0,3,0
39,1,3405,8,13,4,1,0,6,0,1
14,1,2801,6,3,4,2,1,3,0,1
5,1,1438,4,11,3,1,1,0,3,1
20,0,937,6,2,3,1,0,0,3,1
4,0,1205,10,11,4,3,2,0,0,1
2,0,345,4,20,2,1,0,0,0,1
104,0,794,9,18,3,1,2,0,0,1
115,3,1740,10,22,4,3,2,0,0,1
118,1,1000,11,13,4,4,2,0,0,1
6,0,2619,10,4,4,4,0,0,3,1
153,1,2177,5,28,4,1,2,3,0,0
1,0,371,12,27,4,0,2,0,3,1
17,1,3300,5,13,4,2,0,5,0,0
13,0,1155,2,14,4,4,2,0,0,1
70,0,1253,7,12,3,6,2,0,0,0
1,0,0,10,22,1,0,0,3,0,1
40,2,2803,9,26,4,3,1,3,0,1
70,2,2178,4,4,4,3,1,0,0,1
5,0,582,12,8,2,3,0,0,0,1
1,2,2609,9,16,4,1,0,0,0,1
108,0,2956,7,12,4,2,1,3,0,0
77,0,1151,4,7,4,1,0,0,0,0
208,0,1320,9,17,4,2,0,0,0,0
176,0,1468,7,29,4,1,0,0,0,0
103,0,1551,4,28,4,3,0,0,0,0
208,0,1,9,9,3,3,1,0,0,0
71,0,2136,7,11,3,2,1,0,0,0
1,0,292,9,23,2,0,1,0,0,0
159,0,1981,9,14,3,2,2,0,0,0
80,0,643,6,16,4,2,0,0,0,0
25,0,3229,7,2,4,1,1,3,0,0
301,1,1129,11,27,4,2,0,0,0,0
139,0,3231,9,21,4,5,1,3,1,0
115,0,1085,5,13,4,3,1,0,2,0
145,0,937,11,16,4,4,1,0,0,0
4,0,2769,4,22,4,3,0,0,0,0
206,0,169,7,22,4,2,1,0,2,0
4,0,2539,7,16,2,4,2,0,0,0
91,0,932,7,16,3,3,0,0,0,0
34,0,3058,7,14,4,1,0,3,0,0
117,0,1447,4,28,4,2,0,0,0,0
75,0,1449,3,25,4,2,1,2,0,0
148,0,2026,6,4,4,4,1,3,0,0
47,0,2803,8,25,4,1,1,3,0,0
114,1,371,7,17,4,3,1,0,0,0
5,0,2844,4,14,4,1,1,2,0,0
249,0,1626,8,10,4,1,1,0,2,0
12,1,2362,7,18,4,2,1,0,3,0
220,1,1981,10,29,4,2,0,1,0,0
80,0,3058,9,7,4,2,0,3,0,0
187,1,1857,8,18,3,5,1,0,0,0
163,0,210,8,20,3,3,0,0,0,0
23,0,1972,5,15,4,1,0,0,0,0
203,0,1499,7,20,4,2,0,0,0,0
131,0,1659,5,5,4,3,0,0,0,0
88,0,952,6,26,4,0,1,0,3,0
90,0,1114,6,5,2,3,0,0,0,0
336,0,764,10,10,4,4,0,0,0,0
209,0,1151,8,7,4,3,1,0,0,0
34,0,2305,5,1,4,1,1,0,0,0
83,0,2615,6,25,4,2,0,3,0,0
55,0,389,3,14,4,4,0,0,2,0
154,0,1594,7,17,4,0,1,0,3,0
150,0,1399,7,6,4,5,2,0,3,0
102,0,2537,9,25,4,1,1,0,0,0
184,0,1286,7,23,4,1,0,0,2,0
122,1,644,7,13,4,0,1,0,0,0
107,0,3443,8,11,4,3,2,5,1,0
73,0,1151,4,7,4,2,0,0,0,0
313,0,706,11,20,4,1,0,0,1,0
106,0,2459,6,1,4,4,0,3,0,0
126,1,3350,6,14,4,2,0,5,0,0
128,1,2103,10,10,4,2,0,0,0,0
21,0,2576,5,1,4,1,1,0,0,0
56,0,1804,5,11,4,3,1,0,0,0
55,0,351,10,16,4,2,1,0,3,0
20,0,1692,6,11,4,1,0,0,3,0
57,0,737,11,18,4,2,0,0,3,0
11,0,1375,3,12,4,0,0,0,3,0
77,0,1376,3,26,4,4,1,2,0,0
102,0,1955,8,4,4,1,0,0,0,0
128,0,1397,9,20,4,2,1,1,0,0
131,0,2625,7,30,4,5,2,3,0,0
32,0,1409,5,9,4,1,0,0,2,0
135,0,2835,10,12,4,1,2,3,0,0
203,0,952,10,24,4,4,2,0,3,0
80,0,644,7,6,4,5,2,0,0,0
190,1,1447,8,6,4,4,2,0,0,0
349,0,770,10,4,3,5,1,0,0,0
244,0,1114,7,8,3,3,0,0,0,0
3,0,1077,3,8,4,1,0,0,3,0
123,0,1386,7,4,4,2,2,0,0,0
159,0,2671,8,18,4,0,1,3,0,0
6,0,2557,4,3,4,3,0,0,0,0
58,0,2736,6,8,4,2,0,2,0,0
162,0,1656,5,27,4,1,0,0,0,0
5,0,1505,3,18,4,0,1,0,0,0
37,0,428,2,21,4,2,1,0,2,0
208,0,1152,8,26,4,3,1,0,0,0
122,0,1751,10,3,4,1,0,0,3,0
111,0,770,10,12,4,2,0,0,0,0
192,0,2135,6,21,3,2,1,0,0,0
14,0,1438,8,23,4,0,1,0,0,0
209,1,2305,9,10,4,2,0,0,0,0
160,0,1652,3,24,4,1,1,0,0,0
76,0,2136,10,10,3,0,1,0,0,0
40,0,3248,4,9,4,1,0,5,0,0
64,0,2177,7,23,4,3,2,0,0,0
160,0,1399,7,6,4,3,0,0,3,0
9,0,2136,10,10,3,1,0,0,0,0
81,0,2931,3,20,4,3,1,5,0,0
236,0,1849,9,18,3,2,0,2,0,0
16,0,3252,4,17,4,2,1,5,0,0
31,0,582,9,16,3,2,1,0,0,0
85,1,3344,9,19,4,0,2,5,0,0
159,0,1659,7,24,4,0,1,0,0,0
279,0,1864,10,21,4,1,1,2,0,0
152,1,1971,7,20,4,3,2,0,0,0
40,0,2805,6,7,4,3,2,0,0,0
154,0,1594,7,7,4,2,0,0,3,0
103,0,2430,8,26,4,2,0,3,0,0
110,0,1636,4,28,4,3,1,3,0,0
39,0,1079,6,26,4,0,0,0,3,0
177,0,1724,9,7,3,2,1,1,0,0
171,0,1144,8,15,4,4,0,0,2,0
59,0,1436,9,3,4,0,0,0,2,0
244,0,291,9,5,4,3,0,0,0,0
215,1,1242,8,22,4,5,3,0,0,0
59,0,581,3,19,3,2,2,0,0,0
129,0,2268,6,18,4,1,1,3,0,0
21,0,3020,5,26,4,4,1,2,0,0
70,0,1813,4,24,4,3,0,3,0,0
166,0,640,9,17,4,4,2,0,1,0
13,0,2289,3,7,4,3,0,2,0,0
11,0,1053,3,4,3,5,1,0,0,0
111,0,2485,8,23,4,2,0,0,2,0
134,0,2472,8,23,4,4,0,3,0,0
49,0,355,2,21,4,2,0,0,3,0
164,0,1747,6,23,3,2,1,2,0,0
166,0,1450,8,5,4,2,1,0,0,0
287,0,1886,6,21,3,2,0,0,1,0
187,0,1152,7,23,4,3,1,0,0,0
60,0,2626,5,2,4,1,0,3,0,0
238,0,2626,9,29,4,2,0,3,0,0
141,1,3056,8,20,4,1,0,5,0,0
77,1,1333,3,21,4,3,0,0,0,0
65,0,1659,5,23,4,1,1,0,0,0
93,0,2956,5,5,4,2,0,1,0,0
103,0,1286,7,16,4,1,0,0,2,0
147,0,1447,7,19,4,2,2,0,0,0
133,1,3008,11,25,4,4,1,4,0,0
155,2,2107,7,9,4,1,1,0,0,0
40,0,2076,7,1,4,2,1,0,0,0
189,0,26,8,23,3,3,2,0,0,0
100,0,2288,11,12,4,1,0,3,0,0
53,1,2609,10,17,4,4,0,3,0,0
12,0,375,3,8,3,3,2,0,0,0
83,1,1253,11,23,4,2,0,0,0,0
205,0,2305,9,8,4,2,0,0,0,0
129,0,2591,12,26,4,3,0,3,0,0
81,0,2520,8,19,4,2,1,0,0,0
214,0,1804,8,13,4,4,2,2,0,0
71,0,734,5,17,4,3,0,0,0,0
47,0,261,3,14,3,2,1,0,1,0
66,1,1768,4,24,4,2,2,0,0,0
174,1,2956,9,17,4,4,0,3,0,0
12,0,1155,3,19,4,1,0,0,0,0
91,0,2133,5,19,4,2,2,0,0,0
25,0,2602,7,9,4,1,1,0,3,0
98,1,3058,9,26,4,2,0,3,0,0
159,1,1278,8,27,4,2,0,0,0,0
41,0,2821,5,30,4,3,0,2,0,0
35,0,2245,9,5,4,1,1,2,0,0
7,1,2619,8,19,4,2,1,0,1,0
88,0,165,9,19,4,3,0,0,1,0
74,1,1057,11,15,4,3,0,0,0,0
7,0,2305,2,4,4,2,0,3,0,0
36,0,800,7,24,3,0,0,0,0,0
21,0,2795,10,3,4,3,1,0,0,0
183,0,737,12,14,4,2,0,0,3,0
12,0,2886,4,30,4,4,2,3,0,0
274,0,1685,10,28,2,2,1,2,0,0
109,0,1468,6,10,4,1,1,0,0,0
172,0,2956,9,19,4,4,1,3,0,0
93,0,749,4,5,4,2,0,0,3,0
94,0,1594,6,28,4,3,0,0,3,0
374,1,1979,9,13,3,2,0,0,1,0
53,0,2225,9,2,4,2,1,3,0,0
9,0,2359,4,15,4,4,1,2,0,0
23,0,2091,9,23,3,0,0,0,0,0
201,1,2133,9,7,4,4,1,0,0,0
25,0,2940,5,20,4,2,0,3,0,0
212,1,272,10,19,4,2,1,0,2,0
217,1,1680,5,2,4,3,0,0,0,0
201,0,6,9,15,4,3,1,0,0,0
123,0,735,8,20,4,3,0,0,2,0
175,0,497,8,14,3,5,1,0,0,0
188,0,2998,8,24,4,3,1,2,0,0
205,0,1409,10,7,4,1,0,0,3,0
109,0,644,7,11,4,1,2,0,0,0
14,0,2449,4,22,4,5,1,1,0,0
50,0,547,9,10,4,2,0,0,2,0
73,0,1471,8,15,2,1,0,0,2,0
5,0,2420,4,20,4,2,0,3,0,0
128,1,1721,3,13,3,1,0,0,0,0
14,0,3033,7,7,4,2,0,3,0,0
186,0,2007,9,8,4,3,0,0,3,0
34,1,2840,9,10,4,2,0,2,0,0
61,0,2225,8,3,4,2,0,3,0,0
259,0,554,12,21,4,4,1,0,0,0
96,0,1804,5,14,4,2,2,0,3,0
232,1,1573,9,10,4,4,0,0,0,0
126,0,1085,6,23,4,2,1,0,3,0
37,0,2612,3,25,4,2,2,3,0,0
71,0,3342,8,7,4,2,1,4,0,0
48,0,2288,11,21,4,2,0,3,0,0
57,0,1494,10,10,4,1,1,0,0,0
0,0,3399,5,8,4,1,0,5,0,0
20,0,937,2,8,4,2,0,0,2,0
61,0,2848,7,21,4,0,1,0,0,0
230,0,999,8,10,4,2,0,1,0,0
23,0,516,2,10,4,3,0,0,0,0
108,0,2174,7,20,4,4,1,2,0,0
53,0,1751,9,2,4,2,1,0,3,0
104,1,268,8,7,3,5,2,0,0,0
90,0,1797,6,16,4,1,1,0,0,0
40,0,1934,4,23,4,2,1,0,0,0
90,0,2626,5,11,4,1,0,3,0,0
64,0,1289,3,21,4,2,0,0,3,0
7,0,302,10,26,3,2,1,0,0,0
161,0,2095,8,10,4,1,0,0,0,0
10,0,1503,8,24,4,0,1,0,0,0
196,0,1659,8,28,4,1,1,0,0,0
173,0,946,7,8,4,2,0,0,1,0
237,0,794,8,13,4,2,0,0,0,0
129,0,2129,7,8,4,4,1,0,0,0
94,0,2306,4,28,3,1,1,0,0,0
1,0,1077,7,5,4,0,0,0,0,0
7,1,2132,8,22,4,1,0,0,0,0
5,0,2695,5,19,4,3,0,3,0,0
95,0,2430,8,25,4,2,0,3,0,0
160,1,3058,7,1,4,1,0,5,0,0
68,0,1805,4,23,4,3,1,0,0,0
209,1,1353,10,19,4,3,0,0,0,0
215,1,2682,9,4,4,1,0,0,0,0
195,0,1661,8,5,4,3,0,0,0,0
278,0,1711,8,8,4,1,1,0,0,0
35,1,2537,8,10,4,1,0,0,0,0
16,0,2495,4,29,4,3,0,0,1,0
205,1,952,10,20,4,3,0,0,3,0
54,0,1050,10,12,4,1,1,0,3,0
212,0,1071,8,11,4,2,1,0,1,0
39,0,2187,3,22,4,2,0,2,0,0
310,0,1182,12,6,4,3,0,3,0,0
56,0,1892,4,7,4,4,1,3,0,0
6,0,2602,7,14,4,1,0,0,3,0
138,0,1353,7,26,4,2,0,0,0,0
88,0,2537,8,2,4,2,0,0,0,0
61,0,850,3,4,4,4,2,2,0,0
75,0,698,3,19,4,1,2,1,0,0
102,0,1525,10,16,3,2,0,0,1,0
245,0,268,11,19,4,2,2,0,3,0
5,0,2246,8,5,4,1,0,0,0,0
111,0,1751,10,12,4,1,0,0,3,0
167,0,794,6,27,4,4,0,0,3,0
274,0,1787,9,24,3,3,1,1,0,0
116,1,937,12,10,4,4,0,0,0,0
187,0,1819,7,17,3,3,0,3,0,0
187,1,917,8,27,4,4,0,2,0,0
137,0,1353,7,27,4,2,0,0,0,0
20,0,960,3,10,4,1,2,0,0,0
63,0,1286,4,21,4,2,0,0,3,0
138,0,2031,5,9,4,2,2,3,0,0
38,1,830,3,9,4,2,1,0,0,0
194,1,1151,9,16,4,4,0,0,0,0
41,0,2076,6,3,4,1,1,0,0,0
3,0,2719,3,18,4,1,0,2,0,0
104,0,644,4,14,4,2,1,0,0,0
28,0,2950,10,19,4,3,0,0,0,0
56,0,576,11,13,4,4,2,0,3,0
37,1,2697,8,25,4,2,1,3,0,0
159,0,2394,8,1,4,4,1,2,0,0
45,0,268,3,7,4,2,1,0,3,0
104,0,735,11,2,3,4,0,0,2,0
50,1,2260,9,28,4,1,1,1,1,0
42,0,1004,1,15,4,2,0,0,0,0
83,1,1724,8,14,4,2,2,0,3,0
9,0,2640,5,7,4,1,0,1,0,0
167,0,937,4,22,3,2,1,0,0,0
105,1,3058,9,23,4,2,0,3,0,0
192,1,2851,8,15,4,3,0,0,0,0
119,0,987,8,7,3,1,1,0,0,0
178,0,2324,7,28,4,4,1,2,0,0
8,0,3033,7,21,4,0,0,2,0,0
58,0,2393,4,19,3,2,0,2,0,0
40,0,1621,6,27,4,5,1,0,3,0
99,0,2821,8,24,4,4,0,3,0,0
253,0,1603,10,15,4,2,1,2,0,0
227,1,2553,9,7,4,4,0,0,0,0
179,1,2197,7,30,4,3,1,0,0,0
105,0,1551,4,21,4,3,0,1,0,0
122,0,1750,9,4,4,1,0,0,2,0
44,0,2010,3,30,4,3,1,0,0,0
298,0,1172,11,24,4,3,0,2,0,0
81,0,1151,6,23,4,0,0,0,0,0
190,1,1659,9,29,4,1,1,0,0,0
72,0,2821,7,3,4,3,0,3,0,0
11,0,2891,7,28,4,2,1,3,0,0
85,0,2492,8,12,4,0,1,0,0,0
187,1,2868,8,13,4,2,2,2,1,0
199,0,2454,7,13,3,2,1,0,0,0
141,0,3051,7,1,4,3,1,5,0,0
236,0,779,11,28,4,4,1,0,0,0
99,0,1240,3,21,4,2,1,1,0,0
103,0,1828,11,20,3,2,1,0,0,0
72,0,644,7,13,4,2,1,0,0,0
220,0,1002,8,10,4,3,0,1,0,0
39,0,2803,8,26,4,1,0,3,0,0
17,1,2721,8,6,4,1,1,1,0,0
154,1,2835,10,7,4,2,2,3,0,0
76,0,2626,5,16,4,2,0,3,0,0
188,0,1353,9,27,4,3,0,0,0,0
51,0,1509,4,27,4,2,1,0,1,0
54,0,1659,4,10,4,1,1,0,0,0
99,0,2537,9,22,4,1,1,0,0,0
35,0,2430,4,1,4,2,0,3,0,0
90,0,2821,8,22,4,4,0,3,0,0
111,0,1993,4,14,4,2,2,1,0,0
42,0,2519,4,24,3,2,2,3,0,0
6,0,2009,3,4,4,2,0,1,0,0
9,0,2914,5,20,4,1,0,3,0,0
84,0,2626,5,2,4,1,0,3,0,0
113,0,1659,8,1,4,1,1,0,0,0
310,0,2959,8,28,4,2,1,1,0,0
6,0,1155,2,8,4,1,0,0,0,0
46,0,3300,5,9,4,1,0,5,0,0
114,0,1807,7,18,4,4,0,0,0,0
18,1,2602,8,15,4,1,0,0,3,0
55,0,2782,2,27,4,1,1,4,0,0
57,1,2609,10,18,4,3,0,3,0,0
25,0,2944,6,19,4,2,0,1,0,0
15,0,1505,4,4,4,0,1,0,0,0
202,0,794,8,3,4,3,1,0,3,0
59,0,2136,4,25,4,3,0,0,0,0
31,0,3060,9,18,4,1,0,4,0,0
40,1,355,2,12,4,1,1,0,3,0
14,0,1077,4,20,4,1,0,0,3,0
80,0,3058,9,8,4,1,0,3,0,0
164,0,1594,8,6,4,1,1,0,3,0
28,0,2205,8,18,4,0,1,0,2,0
87,1,1151,9,29,4,0,1,0,0,0
